,Country,Year, Quantity in Millions _x,Investment_Totals,Counts,Month,Chinese Entity, Quantity in Millions _y,Share size,Transaction Party,Sector,Subsector,Region,BRI,Iso_alpha,Investment_Count
895,Malaysia,2017,26660,45,58,July,Sino Great Wall,130,,,Real estate,Construction,East Asia,1,MYS,1
897,Malaysia,2017,26660,45,58,October,Minmetals,340,,,Tourism,Unspecified,East Asia,1,MYS,1
898,Malaysia,2017,26660,45,58,December,China Railway Construction,210,,M101,Tourism,Unspecified,East Asia,1,MYS,1
899,Malaysia,2017,26660,45,58,December,China Communications Construction,110,,,Transport,Rail,East Asia,1,MYS,1
901,Malaysia,2017,26660,45,58,December,China Communications Construction,2060,,,Transport,Rail,East Asia,1,MYS,1
915,Malaysia,2017,26660,45,58,June,Country Garden Holdings,280,,,Real estate,Property,East Asia,1,MYS,1
917,Maldives,2017,1230,6,6,November,State Construction Engineering,240,,,Real estate,Construction,West Asia,1,MDV,1
919,Maldives,2017,1230,6,6,December,Tempus,110,20%,Trans Maldivian Airways,Transport,Aviation,West Asia,1,MDV,1
834,Mongolia,2017,3870,7,13,August,Sinomach,100,,,Energy,Alternative,East Asia,1,MNG,1
851,Mongolia,2017,3870,7,13,March,Tebian Electric Apparatus,120,,,Energy,Unspecified,East Asia,1,MNG,1
857,Montenegro,2017,1220,2,2,November,State Power Investment,100,,,Energy,Alternative,Europe,1,MNE,1
869,Morocco,2017,870,3,4,August,"China Railway Engineering, Power Construction Corp",230,,ONEE,Energy,Alternative,Arab Middle East and North Africa,1,MAR,1
871,Morocco,2017,870,3,4,July,"Nantong, China Railway Construction",390,,,Real estate,Construction,Arab Middle East and North Africa,1,MAR,1
877,Morocco,2017,870,3,4,May,Sinomach,250,,,Transport,Autos,Arab Middle East and North Africa,1,MAR,1
866,Mozambique,2017,3050,7,7,June,Sinomach,1190,50%,Mota-Engil,Transport,Unspecified,Sub-Saharan Africa,1,MOZ,1
867,Mozambique,2017,3050,7,7,March,"China Communications Construction, Power Construction Corp",130,,,Transport,Autos,Sub-Saharan Africa,1,MOZ,1
860,Myanmar,2017,3450,9,16,November,State Grid,130,,,Energy,Unspecified,East Asia,1,MMR,1
880,Nepal,2017,1320,6,11,May,Power Construction Corp,350,,,Transport,Autos,West Asia,1,NPL,1
840,New Zealand,2017,2090,7,9,March,Huawei,280,,,Technology,Telecom,East Asia,1,NZL,1
841,New Zealand,2017,2090,7,9,December,CITIC,170,,Trilogy International,Other,Consumer,East Asia,1,NZL,1
886,Nigeria,2017,13800,18,33,March,CNOOC,170,,,Energy,Oil,Sub-Saharan Africa,1,NER,1
888,Nigeria,2017,13800,18,33,May,CNPC,840,80%,,Energy,Gas,Sub-Saharan Africa,1,NER,1
889,Nigeria,2017,13800,18,33,December,Tidfore Heavy,200,,,Agriculture,Unspecified,Sub-Saharan Africa,1,NER,1
894,Nigeria,2017,13800,18,33,March,China Railway Construction,1470,,,Transport,Rail,Sub-Saharan Africa,1,NER,1
906,Nigeria,2017,13800,18,33,March,China Railway Construction,1490,,,Transport,Rail,Sub-Saharan Africa,1,NER,1
705,Pakistan,2017,40900,52,63,August,Minmetals,200,,,Energy,Alternative,West Asia,1,PAK,1
706,Pakistan,2017,40900,52,63,July,State Construction Engineering,380,,,Transport,Aviation,West Asia,1,PAK,1
708,Pakistan,2017,40900,52,63,September,Sinomach,520,,,Energy,Gas,West Asia,1,PAK,1
710,Pakistan,2017,40900,52,63,September,China Railway Engineering,100,,,Transport,Rail,West Asia,1,PAK,1
712,Pakistan,2017,40900,52,63,March,China Energy Engineering,910,,,Energy,Hydro,West Asia,1,PAK,1
713,Pakistan,2017,40900,52,63,March,China National Building Material,180,,Bestway,Real estate,Construction,West Asia,1,PAK,1
714,Pakistan,2017,40900,52,63,March,State Power Investment,1480,74%,HUBCO,Energy,Coal,West Asia,1,PAK,1
715,Pakistan,2017,40900,52,63,February,China National Building Material,190,,Pioneer,Real estate,Construction,West Asia,1,PAK,1
716,Pakistan,2017,40900,52,63,February,Power Construction Corp,130,,HAWA,Energy,Alternative,West Asia,1,PAK,1
717,Pakistan,2017,40900,52,63,February,China National Building Material,130,,Cheret Cement,Real estate,Construction,West Asia,1,PAK,1
718,Pakistan,2017,40900,52,63,February,China Mobile,200,,,Technology,Telecom,West Asia,1,PAK,1
721,Pakistan,2017,40900,52,63,January,China Energy Engineering,1720,,,Energy,Hydro,West Asia,1,PAK,1
722,Pakistan,2017,40900,52,63,May,China Communications Construction,470,,,Energy,Coal,West Asia,1,PAK,1
723,Pakistan,2017,40900,52,63,September,China Communications Construction,140,,,Transport,Autos,West Asia,1,PAK,1
725,Panama,2017,1330,4,7,July,China Communications Construction,100,,Jan de Nul,Transport,Shipping,North America,1,PAN L,1
741,Papua New Guinea,2017,2840,9,10,June,China Energy Engineering,480,,,Energy,Gas,East Asia,1,PNG,1
742,Papua New Guinea,2017,2840,9,10,April,Minmetals,350,,,Real estate,Construction,East Asia,1,PNG,1
743,Papua New Guinea,2017,2840,9,10,January,"Shenzhen Energy, Power Construction Corp",880,,,Energy,Hydro,East Asia,1,PNG,1
711,Peru,2017,10710,5,14,November,Three Gorges,220,50%,,Energy,Hydro,South America,1,PER,1
731,Peru,2017,10710,5,14,November,Three Gorges,110,25%,,Energy,Hydro,South America,1,PER,1
733,Peru,2017,10710,5,14,March,Shougang,500,,Hierro,Metals,Steel,South America,1,PER,1
739,Philippines,2017,3860,7,21,February,China Railway Engineering,110,70%,,Real estate,Construction,East Asia,1,PHL,1
740,Philippines,2017,3860,7,21,December,"China Communications Construction, Power Construction Corp",1670,,GNPD,Energy,Coal,East Asia,1,PHL,1
709,Poland,2017,1230,7,11,March,Shanghai Inesa,110,100%,Konsalnet,Other,Unspecified,Europe,1,PNH,1
719,Poland,2017,1230,7,11,March,Power Construction Corp,150,,Chelm,Energy,Unspecified,Europe,1,POL,1
720,Poland,2017,1230,7,11,August,Hongbo Group,100,100%,,Other,Consumer,Europe,1,PNH,1
807,Portugal,2017,4430,7,7,February,Three Gorges,260,49%,EDP,Energy,Alternative,Europe,1,PUH,1
808,Portugal,2017,4430,7,7,February,Fosun,310,7%,Banco Comercial Portugues,Finance,Banking,Europe,1,PANCS,1
797,Russian Federation,2017,24580,33,47,November,CIC,100,6%,Eurasia Drilling,Energy,Oil,West Asia,1,RUS,1
798,Russian Federation,2017,24580,33,47,October,CEFC,500,,EN+,Energy,Unspecified,West Asia,1,RUS,1
799,Russian Federation,2017,24580,33,47,July,China Energy Engineering,1470,,,Energy,Gas,West Asia,1,RUS,1
800,Russian Federation,2017,24580,33,47,June,Minmetals,590,,,Real estate,Construction,West Asia,1,RUS,1
802,Russian Federation,2017,24580,33,47,April,China Railway Construction,390,,Mosinzhproekt,Transport,Rail,West Asia,1,RUS,1
803,Russian Federation,2017,24580,33,47,March,China National Chemical Engineering,1170,,Gazprom,Energy,Oil,West Asia,1,RUS,1
810,Russian Federation,2017,24580,33,47,April,CNPC,2520,,,Energy,Gas,West Asia,1,RUS,1
794,Rwanda,2017,710,4,6,April,China Railway Construction,150,,,Real estate,Construction,Sub-Saharan Africa,1,RWA,1
801,Rwanda,2017,710,4,6,June,China Communications Construction,100,,,Transport,Autos,Sub-Saharan Africa,1,RWA,1
811,Samoa,2017,110,1,1,August,Xinjiang Goldwind,110,100%,Western Water Corporation,Utilities,Unspecified,East Asia,1,WSM,1
820,Saudi Arabia,2017,11350,23,42,December,CNPC,100,,Aramco,Energy,Oil,Arab Middle East and North Africa,1,SAU,1
821,Saudi Arabia,2017,11350,23,42,September,CNPC,190,,Aramco,Energy,Gas,Arab Middle East and North Africa,1,SAU,1
822,Saudi Arabia,2017,11350,23,42,May,Power Construction Corp,1370,,Saline Water,Utilities,Unspecified,Arab Middle East and North Africa,1,SAU,1
823,Saudi Arabia,2017,11350,23,42,February,Sinopec,250,,Aramco,Energy,Gas,Arab Middle East and North Africa,1,SAU,1
816,Senegal,2017,3610,4,6,February,China Communications Construction,1080,,,Transport,Autos,Sub-Saharan Africa,1,SEN,1
768,Serbia,2017,4060,11,22,December,Power Construction Corp,230,,,Energy,Unspecified,Europe,1,SRB,1
769,Serbia,2017,4060,11,22,November,China Railway Engineering,350,,,Transport,Rail,Europe,1,SRB,1
771,Serbia,2017,4060,11,22,November,Sinomach,310,,,Utilities,Unspecified,Europe,1,SRB,1
791,Serbia,2017,4060,11,22,November,China Communications Construction,520,,,Transport,Autos,Europe,1,SRB,1
792,Serbia,2017,4060,11,22,October,Sinomach,720,,EPS,Energy,Coal,Europe,1,SRB,1
793,Serbia,2017,4060,11,22,October,Shanghai Electric,210,,,Energy,Gas,Europe,1,SRB,1
754,Singapore,2017,25170,44,79,June,Alibaba,1000,32%,Lazada,Other,Consumer,East Asia,1,SGP,1
755,Singapore,2017,25170,44,79,May,"Logan Property, Nanshan Group",750,,,Real estate,Property,East Asia,1,SGP,1
756,Singapore,2017,25170,44,79,February,Minmetals,110,100%,,Real estate,Property,East Asia,1,SGP,1
757,Singapore,2017,25170,44,79,February,State Construction Engineering,220,,,Real estate,Property,East Asia,1,SGP,1
761,Singapore,2017,25170,44,79,July,Didi Chuxing,500,,Grab Taxi,Transport,Autos,East Asia,1,SGP,1
772,Singapore,2017,25170,44,79,August,Yanlord-led consortium,220,18%,Perennial Real Estate,Real estate,Property,East Asia,1,SGP,1
773,Singapore,2017,25170,44,79,September,State Construction Engineering,120,,,Transport,Rail,East Asia,1,SGP,1
781,Singapore,2017,25170,44,79,September,HNA,1030,100%,CWT,Logistics,Unspecified,East Asia,1,SGP,1
784,Singapore,2017,25170,44,79,December,Qingjian,100,,,Real estate,Construction,East Asia,1,SGP,1
785,Singapore,2017,25170,44,79,November,Shanghai Tunnel Engineering,350,,,Utilities,Unspecified,East Asia,1,SGP,1
786,Singapore,2017,25170,44,79,November,State Construction Engineering,150,,,Transport,Rail,East Asia,1,SGP,1
787,Singapore,2017,25170,44,79,November,"Vanke, Hopu, Hillhouse, Bank of China",9060,79%,Global Logistics Property,Logistics,Unspecified,East Asia,1,SGP,1
788,Singapore,2017,25170,44,79,October,China Railway Engineering,230,,,Transport,Rail,East Asia,1,SGP,1
789,Singapore,2017,25170,44,79,October,CIC,370,10%,Equis Energy,Energy,Alternative,East Asia,1,SGP,1
775,Slovenia,2017,1840,2,3,December,State Construction Engineering,790,,,Transport,Aviation,Europe,1,SEH,1
776,Slovenia,2017,1840,2,3,January,Zhejiang Jinke,1050,,Outfit7,Entertainment,Unspecified,Europe,1,SEH,1
774,South Africa,2017,2580,6,7,October,China Minsheng Investment,1230,,VINCI,Real estate,Construction,Sub-Saharan Africa,1,ZAF,1
777,South Korea,2017,8490,12,15,February,ChinaNetCenter,190,98%,CDNetworks,Technology,Telecom,East Asia,1,KOR,1
778,South Korea,2017,8490,12,15,February,Alibaba,200,,Kakao,Other,Consumer,East Asia,1,KOR,1
779,South Korea,2017,8490,12,15,September,China Aerospace Science and Technology,180,,Arae Auto,Transport,Autos,East Asia,1,KOR,1
767,Sri Lanka,2017,6360,15,21,March,Sino Great Wall,100,,Indola,Real estate,Construction,West Asia,1,LKA,1
815,Sri Lanka,2017,6360,15,21,August,China Communications Construction,1430,,,Real estate,Property,West Asia,1,LKA,1
795,Tanzania,2017,7730,11,22,April,China Communications Construction,150,,,Transport,Shipping,Sub-Saharan Africa,1,TZA,1
796,Tanzania,2017,7730,11,22,July,"China Henan International Cooperation, China Railway Engineering, China Energy Conservation, Fujian Construction",310,,,Transport,Autos,Sub-Saharan Africa,1,TZA,1
727,Thailand,2017,4160,15,27,September,JD.com,230,50%,"Central Group, Provident",Other,Consumer,East Asia,1,THA,1
728,Thailand,2017,4160,15,27,August,Sinopec,190,,,Energy,Gas,East Asia,1,THA,1
729,Thailand,2017,4160,15,27,August,State Construction Engineering,170,,,Transport,Aviation,East Asia,1,THA,1
870,Turkey,2017,3840,9,12,November,Power Construction Corp,1090,,Teyo,Energy,Coal,West Asia,1,TUR,1
844,UAE,2017,13340,26,56,July,Jiangsu Overseas Cooperation and Investment-led consortium,300,,,Other,Industry,Arab Middle East and North Africa,1,ARE,1
845,UAE,2017,13340,26,56,July,State Construction Engineering,170,,,Transport,Autos,Arab Middle East and North Africa,1,ARE,1
846,UAE,2017,13340,26,56,July,State Construction Engineering,110,,,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
876,UAE,2017,13340,26,56,January,State Construction Engineering,300,,,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
878,UAE,2017,13340,26,56,February,"CEFC,Norinco",890,4%,,Energy,Oil,Arab Middle East and North Africa,1,ARE,1
879,UAE,2017,13340,26,56,February,State Construction Engineering,220,,,Transport,Autos,Arab Middle East and North Africa,1,ARE,1
881,UAE,2017,13340,26,56,June,State Construction Engineering,170,,,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
887,UAE,2017,13340,26,56,September,State Construction Engineering,2170,,,Real estate,Property,Arab Middle East and North Africa,1,ARE,1
892,UAE,2017,13340,26,56,December,Jinko Solar,170,20%,Noor Abu Dhabi Solar,Energy,Alternative,Arab Middle East and North Africa,1,ARE,1
904,UAE,2017,13340,26,56,November,CNPC,1520,,ADNOC,Energy,Oil,Arab Middle East and North Africa,1,ARE,1
913,UAE,2017,13340,26,56,February,"CNPC, CNOOC",1770,8%,,Energy,Oil,Arab Middle East and North Africa,1,ARE,1
868,Uganda,2017,1620,4,8,July,China National Building Material,500,,,Real estate,Construction,Sub-Saharan Africa,1,UGA,1
882,Ukraine,2017,280,2,10,October,Xinjiang Communications Construction,100,,,Transport,Autos,Europe,1,UKR,1
836,Uzbekistan,2017,1380,7,13,January,Ming Yuan Silu,110,100%,,Real estate,Construction,West Asia,1,UZB,1
837,Uzbekistan,2017,1380,7,13,November,China National Building Material,160,,,Real estate,Construction,West Asia,1,UZB,1
838,Uzbekistan,2017,1380,7,13,November,Power Construction Corp,110,,,Energy,Hydro,West Asia,1,UZB,1
839,Uzbekistan,2017,1380,7,13,December,CNPC,190,50%,Uzbekneftegaz,Energy,Gas,West Asia,1,UZB,1
707,Vietnam,2017,6100,11,27,November,Guizhou Tyre,250,100%,,Transport,Autos,East Asia,1,VNM,1
735,Vietnam,2017,6100,11,27,January,Trina Solar,100,100%,,Energy,Alternative,East Asia,1,VNM,1
744,Vietnam,2017,6100,11,27,January,Minmetals,230,,,Real estate,Construction,East Asia,1,VNM,1
747,Vietnam,2017,6100,11,27,July,State Construction Engineering,110,,,Real estate,Construction,East Asia,1,VNM,1
749,Vietnam,2017,6100,11,27,July,Huadian,810,,Janakuasa,Energy,Coal,East Asia,1,VNM,1
825,Zambia,2017,6570,16,28,November,China Railway Engineering,390,,,Agriculture,Unspecified,Sub-Saharan Africa,1,ZMB,1
826,Zambia,2017,6570,16,28,September,Jiangxi International Economic and Technical Cooperation,1200,,,Transport,Autos,Sub-Saharan Africa,1,ZMB,1
827,Zambia,2017,6570,16,28,August,AVIC,400,,,Transport,Aviation,Sub-Saharan Africa,1,ZMB,1
832,Zambia,2017,6570,16,28,January,China Nonferrous,250,,,Real estate,Construction,Sub-Saharan Africa,1,ZMB,1
760,Zimbabwe,2017,4840,8,16,December,Sinomach,150,,,Energy,Unspecified,Sub-Saharan Africa,1,ZWE,1
988,Algeria,2018,7710,16,19,March,China National Building Material,130,,,Real estate,Construction,Arab Middle East and North Africa,1,DZA,1
1022,Azerbaijan,2018,1170,1,2,December,Sinomach,1170,,,Metals,Steel,West Asia,1,AZE,1
998,Bangladesh,2018,19560,34,45,May,Huadian,1010,50%,,Energy,Coal,West Asia,1,BDG,1
999,Bangladesh,2018,19560,34,45,May,Huadian,440,,,Energy,Coal,West Asia,1,BDG,1
1000,Bangladesh,2018,19560,34,45,July,China Railway Engineering,2760,,,Transport,Rail,West Asia,1,BDG,1
1002,Bangladesh,2018,19560,34,45,July,Hunan Construction Engineering,330,,,Utilities,Unspecified,West Asia,1,BDG,1
1003,Bangladesh,2018,19560,34,45,August,Kunming Iron,2130,,,Metals,Steel,West Asia,1,BDG,1
1004,Bangladesh,2018,19560,34,45,April,Power Construction Corp,360,92%,Barishal,Energy,Coal,West Asia,1,BDG,1
1005,Bangladesh,2018,19560,34,45,August,Power Construction Engineering,280,,,Utilities,Unspecified,West Asia,1,BDG,1
1006,Bangladesh,2018,19560,34,45,October,China National Chemical Engineering,400,,Mitsubishi Heavy,Chemicals,Unspecified,West Asia,1,BDG,1
1007,Bangladesh,2018,19560,34,45,December,Sichuan Road and Bridge,180,,,Transport,Autos,West Asia,1,BDG,1
1012,Bangladesh,2018,19560,34,45,September,"China Energy Engineering, Norinco",190,50%,,Energy,Coal,West Asia,1,BDG,1
1013,Bangladesh,2018,19560,34,45,February,"Shanghai Stock Exchange, Shenzhen Stock Exchange",160,25%,,Finance,Investment,West Asia,1,BDG,1
955,Belarus,2018,1890,6,6,July,China Energy Engineering,100,,,Real estate,Construction,Europe,1,BLR,1
936,Bolivia,2018,4890,17,17,September,State Construction Engineering,120,,,Transport,Autos,South America,1,BOL,1
939,Bolivia,2018,4890,17,17,October,Sinomach,100,,Yacimientos de Litio,Chemicals,Unspecified,South America,1,BOL,1
946,Bolivia,2018,4890,17,17,June,Power Construction Corp,110,,,Utilities,Unspecified,South America,1,BOL,1
948,Bolivia,2018,4890,17,17,March,Sinosteel,420,,El Mutun,Metals,Steel,South America,1,BOL,1
958,Bosnia,2018,1410,3,7,January,"China Poly, Sinomach",310,51%,,Energy,Coal,Europe,1,BIH,1
935,Cambodia,2018,6130,18,30,March,Kunming Iron,500,100%,,Transport,Aviation,East Asia,1,KHM,1
1032,Cambodia,2018,6130,18,30,April,Sino Great Wall,300,,,Transport,Autos,East Asia,1,KHM,1
1131,Cambodia,2018,6130,18,30,May,China Communications Construction,220,,,Transport,Autos,East Asia,1,KHM,1
1133,Cambodia,2018,6130,18,30,December,China Communications Construction,2080,,,Transport,Autos,East Asia,1,KHM,1
1132,Cameroon,2018,3990,10,10,March,Power Construction Corp,890,,EDF,Energy,Hydro,Sub-Saharan Africa,1,CMR,1
1112,Chile,2018,6790,6,9,January,Southern Power,1300,28%,Transelec,Energy,Unspecified,South America,1,CHL,1
1114,Chile,2018,6790,6,9,May,Chengdu Tianqi,4070,24%,Sociedad Quimica y Minera,Metals,Unspecified,South America,1,CHL,1
1124,Chile,2018,6790,6,9,June,Three Gorges,240,100%,Cornelio Brennand,Energy,Hydro,South America,1,CHL,1
1126,Chile,2018,6790,6,9,November,Chinese Academy of Sciences,830,94%,Australis Seafoods,Agriculture,Unspecified,South America,1,CHL,1
1122,Congo,2018,6710,12,12,February,"Hanrui Cobalt, Qingyuan Keweike Mineral ",220,100%,,Metals,Unspecified,Sub-Saharan Africa,1,COG,1
1118,Costa Rica,2018,470,1,1,March,China Communications Construction,470,,,Transport,Autos,North America,1,CRI,1
1116,Croatia,2018,690,3,3,April,China Communications Construction,340,,,Transport,Autos,Europe,1,HRV,1
1117,Croatia,2018,690,3,3,February,Norinco,220,76%,Enerjia Projekt,Energy,Alternative,Europe,1,HRV,1
1115,Cuba,2018,240,2,2,October,Power Construction Corp,140,,,Energy,Alternative,North America,1,CUB,1
1109,Czech Republic,2018,860,4,4,May,CITIC,350,,J&T,Finance,Investment,Europe,1,CZE,1
1130,Ecuador,2018,4740,11,12,January,Sinopec,150,,Petroamazonas,Energy,Oil,South America,1,ECU,1
1149,Ecuador,2018,4740,11,12,July,China Railway Construction,920,,Mirador,Metals,Copper,South America,1,ECU,1
1135,Egypt,2018,12320,14,17,September,State Construction Engineering,3450,,,Real estate,Construction,Arab Middle East and North Africa,1,EGY,1
1137,Egypt,2018,12320,14,17,September,Minmetals,670,,,Other,Textiles,Arab Middle East and North Africa,1,EGY,1
1138,Egypt,2018,12320,14,17,August,China National Building Material,180,,,Other,Industry,Arab Middle East and North Africa,1,EGY,1
1142,Egypt,2018,12320,14,17,January,Zhejiang Chint,150,,ACWA,Energy,Alternative,Arab Middle East and North Africa,1,EGY,1
1150,Egypt,2018,12320,14,17,March,China Communications Construction,120,,,Logistics,Unspecified,Arab Middle East and North Africa,1,EGY,1
1038,Ethiopia,2018,10190,32,37,January,Wuxi No.1 Cotton Mill,220,,,Other,Textiles,Sub-Saharan Africa,1,ETH,1
1039,Ethiopia,2018,10190,32,37,February,China Poly,360,,,Energy,Gas,Sub-Saharan Africa,1,ETH,1
1040,Ethiopia,2018,10190,32,37,October,China Railway Construction,140,,,Other,Industry,Sub-Saharan Africa,1,ETH,1
1042,Ethiopia,2018,10190,32,37,December,Sinomach,100,,,Agriculture,Unspecified,Sub-Saharan Africa,1,ETH,1
1045,Ethiopia,2018,10190,32,37,December,China Railway Construction-led consortium,240,,,Transport,Autos,Sub-Saharan Africa,1,ETH,1
1103,Gabon,2018,300,2,2,September,China Energy Engineering,200,,,Energy,Hydro,Sub-Saharan Africa,1,GAB,1
1077,Ghana,2018,4300,12,19,September,"China Communications Construction, China State Shipbuilding",200,,,Transport,Shipping,Sub-Saharan Africa,1,GHA,1
1078,Greece,2018,3510,6,8,November,China Nonferrous,340,,Mytilineous,Metals,Aluminum,Europe,1,GRC,1
1079,Guinea,2018,6350,9,15,January,Chinalco,160,85%,Boffa,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1080,Guinea,2018,6350,9,15,February,Chinalco,430,,Boffa,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1081,Guinea,2018,6350,9,15,March,China Communications Construction,410,,,Transport,Autos,Sub-Saharan Africa,1,GIN,1
1082,Guyana,2018,930,1,3,May,CNOOC,930,25%,Exxon,Energy,Oil,South America,1,GUY,1
1090,Indonesia,2018,25020,56,76,September,Hongshi,300,,,Real estate,Construction,East Asia,1,IDN,1
1091,Indonesia,2018,25020,56,76,September,China GEM-led consortium,610,87%,Sulawesi,Metals,Steel,East Asia,1,IDN,1
1092,Indonesia,2018,25020,56,76,August,Power Construction Corp,150,,Toba,Energy,Coal,East Asia,1,IDN,1
1093,Indonesia,2018,25020,56,76,May,Power Construction Corp,100,,,Energy,Coal,East Asia,1,IDN,1
1094,Indonesia,2018,25020,56,76,May,Minmetals,100,,,Metals,Aluminum,East Asia,1,IDN,1
1095,Indonesia,2018,25020,56,76,May,Shandong Nanshan Aluminum,390,,Redstone Alumina,Metals,Aluminum,East Asia,1,IDN,1
1096,Indonesia,2018,25020,56,76,May,China Jinjiang Environment,110,95%,Indo Green Power,Energy,Alternative,East Asia,1,IDN,1
1097,Indonesia,2018,25020,56,76,March,China Energy Engineering,120,,,Energy,Gas,East Asia,1,IDN,1
1098,Indonesia,2018,25020,56,76,March,Zhefu Holdings,850,53%,,Energy,Hydro,East Asia,1,IDN,1
1099,Indonesia,2018,25020,56,76,January,Minmetals,130,,,Real estate,Construction,East Asia,1,IDN,1
1100,Indonesia,2018,25020,56,76,January,Minmetals,320,,,Metals,Steel,East Asia,1,IDN,1
1101,Indonesia,2018,25020,56,76,January,Minmetals,170,,Denxin,Metals,Steel,East Asia,1,IDN,1
1102,Indonesia,2018,25020,56,76,January,China Railway Engineering,2200,40%,,Transport,Rail,East Asia,1,IDN,1
1108,Iran,2018,10340,16,17,March,Sinomach,700,,,Transport,Rail,West Asia,1,IRN,1
1127,Iran,2018,10340,16,17,March,Sinomach,840,,,Transport,Rail,West Asia,1,IRN,1
1147,Iran,2018,10340,16,17,January,China Railway Construction,540,,,Transport,Rail,West Asia,1,IRN,1
1111,Iraq,2018,7550,17,26,May,CNOOC,220,,,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1136,Iraq,2018,7550,17,26,November,Zhongman Petroleum,100,,Petronas,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1143,Iraq,2018,7550,17,26,November,CNPC,160,,Lukoil,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1144,Iraq,2018,7550,17,26,May,Norinco,1350,90%,,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
1145,Israel,2018,10070,12,14,September,Venus Medtech,100,100%,Keystone Heart,Health,Unspecified,Arab Middle East and North Africa,1,ISR,1
1146,Israel,2018,10070,12,14,February,China Railway Engineering,710,,,Transport,Rail,Arab Middle East and North Africa,1,ISR,1
949,Italy,2018,21950,23,24,March,"Shanghai Municipal Government, Chinese Academy of Sciences",360,90%,NMS,Health,Unspecified,Europe,1,IYH,1
951,Italy,2018,21950,23,24,October,Haier,550,100%,Candy,Other,Consumer,Europe,1,ITA,1
929,Ivory Coast,2018,2050,5,10,November,Weihai,230,,,Real estate,Construction,Sub-Saharan Africa,1,CIV,1
956,Ivory Coast,2018,2050,5,10,May,State Construction Engineering,240,,,Transport,Autos,Sub-Saharan Africa,1,CIV,1
957,Ivory Coast,2018,2050,5,10,July,Sinomach,820,,,Energy,Unspecified,Sub-Saharan Africa,1,CIV,1
1008,Jordan,2018,4400,7,7,July,State Development and Investment Corp,500,28%,,Chemicals,Unspecified,Arab Middle East and North Africa,1,JOR,1
960,Kazakhstan,2018,10440,19,24,June,Power Construction Corp,160,,,Energy,Alternative,West Asia,1,KAZ,1
1014,Kazakhstan,2018,10440,19,24,March,Sanghai Safbon,100,,,Utilities,Unspecified,West Asia,1,KAZ,1
1015,Kazakhstan,2018,10440,19,24,June,CITIC,860,,,Transport,Autos,West Asia,1,KAZ,1
1030,Kazakhstan,2018,10440,19,24,July,Qifeng New Material,160,100%,,Other,Timber,West Asia,1,KAZ,1
962,Kenya,2018,7110,24,29,August,China Railway Construction,300,,,Transport,Autos,Sub-Saharan Africa,1,KEN,1
963,Kenya,2018,7110,24,29,May,Tebian Electric Apparatus,130,,,Energy,Gas,Sub-Saharan Africa,1,KEN,1
965,Kenya,2018,7110,24,29,February,"Power Construction Corp, State Grid",270,,,Energy,Unspecified,Sub-Saharan Africa,1,KEN,1
966,Kenya,2018,7110,24,29,February,"Power Construction Corp, State Grid",100,,,Energy,Alternative,Sub-Saharan Africa,1,KEN,1
968,Kenya,2018,7110,24,29,August,"AVIC, Shanghai Construction",230,,,Energy,Hydro,Sub-Saharan Africa,1,KEN,1
979,Kenya,2018,7110,24,29,September,China Communications Construction,400,,,Energy,Oil,Sub-Saharan Africa,1,KEN,1
980,Kuwait,2018,7740,17,20,April,Sino Great Wall,220,,,Real estate,Construction,Arab Middle East and North Africa,1,KWT,1
981,Kuwait,2018,7740,17,20,April,Sinopec,140,,Petrofac,Energy,Oil,Arab Middle East and North Africa,1,KWT,1
982,Kuwait,2018,7740,17,20,July,Sinopec,1060,,Kuwait Oil,Energy,Oil,Arab Middle East and North Africa,1,KWT,1
983,Kuwait,2018,7740,17,20,September,United Energy,650,100%,Kuwait Energy,Energy,Unspecified,Arab Middle East and North Africa,1,KWT,1
974,Laos,2018,19350,34,37,January,Shandong Sun Paper,140,,,Other,Timber,East Asia,1,LAO,1
975,Laos,2018,19350,34,37,January,Power Construction Corp,110,,,Energy,Hydro,East Asia,1,LAO,1
977,Laos,2018,19350,34,37,February,Hebei Construction,140,,,Energy,Hydro,East Asia,1,LAO,1
995,Laos,2018,19350,34,37,April,Sinomach,110,,,Health,Unspecified,East Asia,1,LAO,1
996,Laos,2018,19350,34,37,April,Yunnan Construction Engineering,1230,95%,,Transport,Autos,East Asia,1,LAO,1
997,Laos,2018,19350,34,37,April,Sinomach,600,,,Energy,Hydro,East Asia,1,LAO,1
1016,Laos,2018,19350,34,37,June,Chifeng Jilong,280,90%,Minmetals,Metals,Unspecified,East Asia,1,LAO,1
1017,Laos,2018,19350,34,37,July,Shandong Sun Paper,640,,,Other,Timber,East Asia,1,LAO,1
1018,Laos,2018,19350,34,37,October,"China Railway Corp, China Railway Engineering",4170,70%,,Transport,Rail,East Asia,1,LAO,1
